#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NZ_CP013992.1",229644,231254,"+",,,"AWN65_RS01005","WP_060381458.1",536,"MULTISPECIES: S8 family peptidase"
"chromosome","NZ_CP013992.1",231316,233181,"+",,,"AWN65_RS01010","WP_060381459.1",621,"M1 family metallopeptidase"
"chromosome","NZ_CP013992.1",234864,236762,"-",,,"AWN65_RS01015","WP_060381460.1",632,"amidophosphoribosyltransferase"
"chromosome","NZ_CP013992.1",236852,237778,"-",,,"AWN65_RS01020","WP_060381461.1",308,"MULTISPECIES: PfkB family carbohydrate kinase"
"chromosome","NZ_CP013992.1",238077,239297,"-",,"hflX","AWN65_RS01025","WP_060381462.1",406,"MULTISPECIES: GTPase HflX"
"chromosome","NZ_CP013992.1",239394,240830,"-",,,"AWN65_RS01030","WP_060381463.1",478,"MULTISPECIES: DUF5689 domain-containing protein"
"chromosome","NZ_CP013992.1",240837,241469,"-",,,"AWN65_RS01035","WP_158447569.1",210,"MULTISPECIES: choice-of-anchor J domain-containing protein"
"chromosome","NZ_CP013992.1",241480,244290,"-",,,"AWN65_RS01040","WP_060381465.1",936,"MULTISPECIES: carboxypeptidase-like regulatory domain-containing protein"
"chromosome","NZ_CP013992.1",244429,245520,"+",,,"AWN65_RS01045","WP_060381466.1",363,"MULTISPECIES: endonuclease"
"chromosome","NZ_CP013992.1",245573,246103,"+",,,"AWN65_RS01050","WP_060381467.1",176,"3-hydroxyanthranilate 3,4-dioxygenase"
"chromosome","NZ_CP013992.1",246182,247750,"+",,,"AWN65_RS01055","WP_060381468.1",522,"MULTISPECIES: aldehyde dehydrogenase family protein"
"chromosome","NZ_CP013992.1",248247,249395,"+",,,"AWN65_RS01060","WP_060381469.1",382,"MULTISPECIES: cystathionine gamma-synthase"
"chromosome","NZ_CP013992.1",249444,250247,"-",,,"AWN65_RS01065","WP_060381470.1",267,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",250442,251785,"+",,"gdhA","AWN65_RS01070","WP_060381471.1",447,"MULTISPECIES: NADP-specific glutamate dehydrogenase"
"chromosome","NZ_CP013992.1",251893,254181,"+",,,"AWN65_RS01075","WP_060381472.1",762,"MULTISPECIES: T9SS type A sorting domain-containing protein"
"chromosome","NZ_CP013992.1",254188,255183,"+",,,"AWN65_RS01080","WP_081078368.1",331,"MULTISPECIES: acyltransferase"
"chromosome","NZ_CP013992.1",255188,255907,"+",,"recO","AWN65_RS01085","WP_060381474.1",239,"DNA repair protein RecO"
"chromosome","NZ_CP013992.1",255914,256579,"-",,,"AWN65_RS01090","WP_060381475.1",221,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",256585,257295,"-",,,"AWN65_RS01095","WP_088466442.1",236,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",257452,260919,"+",,"ileS","AWN65_RS01100","WP_060381477.1",1155,"isoleucine--tRNA ligase"
"chromosome","NZ_CP013992.1",260976,261356,"+",,,"AWN65_RS01105","WP_060381478.1",126,"MULTISPECIES: TraR/DksA C4-type zinc finger protein"
"chromosome","NZ_CP013992.1",261471,262064,"+",,,"AWN65_RS01110","WP_060381479.1",197,"MULTISPECIES: lipoprotein signal peptidase"
"chromosome","NZ_CP013992.1",262630,263103,"-",,"rnhA","AWN65_RS01115","WP_060381480.1",157,"MULTISPECIES: ribonuclease HI"
"chromosome","NZ_CP013992.1",263122,263685,"-",,,"AWN65_RS01120","WP_060381481.1",187,"MULTISPECIES: phosphoribosylglycinamide formyltransferase"
"chromosome","NZ_CP013992.1",263904,264140,"+",,,"AWN65_RS01125","WP_014166687.1",78,"MULTISPECIES: acyl carrier protein"
"chromosome","NZ_CP013992.1",264338,265588,"+",,"fabF","AWN65_RS01130","WP_060381482.1",416,"beta-ketoacyl-ACP synthase II"
"chromosome","NZ_CP013992.1",265598,266344,"+",,"rnc","AWN65_RS01135","WP_060381483.1",248,"MULTISPECIES: ribonuclease III"
"chromosome","NZ_CP013992.1",266365,267501,"-",,,"AWN65_RS01140","WP_060381484.1",378,"MULTISPECIES: ATP-binding protein"
"chromosome","NZ_CP013992.1",267676,268680,"+",,,"AWN65_RS01145","WP_060381485.1",334,"MULTISPECIES: MoxR family ATPase"
"chromosome","NZ_CP013992.1",268751,269617,"+",,,"AWN65_RS01150","WP_060381486.1",288,"MULTISPECIES: DUF58 domain-containing protein"
"chromosome","NZ_CP013992.1",269749,271335,"+",,,"AWN65_RS01155","WP_060381487.1",528,"MULTISPECIES: BatD family protein"
"chromosome","NZ_CP013992.1",271336,272337,"+",,,"AWN65_RS01160","WP_060381488.1",333,"MULTISPECIES: VWA domain-containing protein"
"chromosome","NZ_CP013992.1",272373,273416,"+",,,"AWN65_RS01165","WP_060381489.1",347,"VWA domain-containing protein"
"chromosome","NZ_CP013992.1",273451,274194,"+",,,"AWN65_RS01170","WP_060383790.1",247,"MULTISPECIES: tetratricopeptide repeat protein"
"chromosome","NZ_CP013992.1",274212,276008,"+",,,"AWN65_RS01175","WP_060381490.1",598,"MULTISPECIES: BatD family protein"
"chromosome","NZ_CP013992.1",276095,276841,"+",,,"AWN65_RS01180","WP_060381491.1",248,"MULTISPECIES: tetratricopeptide repeat protein"
"chromosome","NZ_CP013992.1",277096,278433,"-",,,"AWN65_RS01185","WP_060381492.1",445,"serine hydrolase"
"chromosome","NZ_CP013992.1",278998,280212,"+",,,"AWN65_RS01190","WP_060381493.1",404,"MULTISPECIES: cysteine desulfurase"
"chromosome","NZ_CP013992.1",280225,280749,"+",,,"AWN65_RS01195","WP_060381494.1",174,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",280775,281194,"+",,,"AWN65_RS01200","WP_060381495.1",139,"MULTISPECIES: SufE family protein"
"chromosome","NZ_CP013992.1",281374,281697,"+",,,"AWN65_RS01205","WP_014166706.1",107,"MULTISPECIES: SUF system Fe-S cluster assembly protein"
"chromosome","NZ_CP013992.1",281768,282274,"+",,,"AWN65_RS01210","WP_060381496.1",168,"MULTISPECIES: DUF2480 family protein"
"chromosome","NZ_CP013992.1",282286,283176,"+",,,"AWN65_RS01215","WP_060381497.1",296,"MULTISPECIES: DUF3078 domain-containing protein"
"chromosome","NZ_CP013992.1",283580,284197,"+",,"bioD","AWN65_RS01220","WP_060381498.1",205,"MULTISPECIES: dethiobiotin synthase"
"chromosome","NZ_CP013992.1",284254,285525,"+",,"bioA","AWN65_RS01225","WP_060381499.1",423,"MULTISPECIES: adenosylmethionine--8-amino-7-oxononanoate transaminase"
"chromosome","NZ_CP013992.1",285945,286430,"+",,,"AWN65_RS01230","WP_060381500.1",161,"MULTISPECIES: IPExxxVDY family protein"
"chromosome","NZ_CP013992.1",286433,287866,"+",,"pyk","AWN65_RS01235","WP_060381501.1",477,"MULTISPECIES: pyruvate kinase"
"chromosome","NZ_CP013992.1",287873,288949,"-",,"dinB","AWN65_RS01240","WP_060381502.1",358,"DNA polymerase IV"
"chromosome","NZ_CP013992.1",289035,289514,"+",,,"AWN65_RS01245","WP_060381503.1",159,"MULTISPECIES: CYTH domain-containing protein"
"chromosome","NZ_CP013992.1",289511,290011,"-",,,"AWN65_RS01250","WP_081078369.1",166,"MULTISPECIES: septal ring lytic transglycosylase RlpA family protein"
"chromosome","NZ_CP013992.1",290080,290502,"-",,,"AWN65_RS01255","WP_060381504.1",140,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",290595,292406,"-",,,"AWN65_RS01260","WP_060381505.1",603,"MULTISPECIES: lysophospholipid acyltransferase family protein"
"chromosome","NZ_CP013992.1",292660,293418,"+",,,"AWN65_RS01265","WP_060381506.1",252,"exodeoxyribonuclease III"
"chromosome","NZ_CP013992.1",293440,294408,"+",,,"AWN65_RS01270","WP_060381507.1",322,"MULTISPECIES: OmpA family protein"
"chromosome","NZ_CP013992.1",294606,295640,"+",,,"AWN65_RS01275","WP_060381508.1",344,"MULTISPECIES: aldo/keto reductase"
"chromosome","NZ_CP013992.1",295767,297389,"-",,,"AWN65_RS01280","WP_060381509.1",540,"MULTISPECIES: DUF4139 domain-containing protein"
"chromosome","NZ_CP013992.1",297455,299422,"-",,,"AWN65_RS01285","WP_060381510.1",655,"MULTISPECIES: transglycosylase domain-containing protein"
"chromosome","NZ_CP013992.1",299460,299861,"-",,,"AWN65_RS01290","WP_060381511.1",133,"hypothetical protein"
"chromosome","NZ_CP013992.1",299873,301234,"-",,"radA","AWN65_RS01295","WP_060381512.1",453,"MULTISPECIES: DNA repair protein RadA"
"chromosome","NZ_CP013992.1",301241,302506,"-",,,"AWN65_RS01300","WP_060381513.1",421,"MULTISPECIES: alpha/beta hydrolase-fold protein"
"chromosome","NZ_CP013992.1",302630,303592,"-",,,"AWN65_RS01305","WP_060381514.1",320,"MULTISPECIES: flippase-like domain-containing protein"
"chromosome","NZ_CP013992.1",303594,303944,"-",,,"AWN65_RS01310","WP_060381515.1",116,"MULTISPECIES: aspartate 1-decarboxylase"
"chromosome","NZ_CP013992.1",303959,304807,"-",,"panC","AWN65_RS01315","WP_060381516.1",282,"MULTISPECIES: pantoate--beta-alanine ligase"
"chromosome","NZ_CP013992.1",304915,305724,"+",,,"AWN65_RS01320","WP_060381517.1",269,"MULTISPECIES: glycogen/starch synthase"
"chromosome","NZ_CP013992.1",305729,307363,"+",,,"AWN65_RS01325","WP_060381518.1",544,"MULTISPECIES: DUF4270 domain-containing protein"
"chromosome","NZ_CP013992.1",307365,309212,"+",,"glmS","AWN65_RS01330","WP_060381519.1",615,"MULTISPECIES: glutamine--fructose-6-phosphate transaminase (isomerizing)"
"chromosome","NZ_CP013992.1",309270,311186,"-",,,"AWN65_RS01335","WP_060381520.1",638,"S9 family peptidase"
"chromosome","NZ_CP013992.1",311281,314505,"-",,,"AWN65_RS01340","WP_060381521.1",1074,"M12 family metallo-peptidase"
"chromosome","NZ_CP013992.1",314707,316017,"-",,"tyrS","AWN65_RS01345","WP_060381522.1",436,"MULTISPECIES: tyrosine--tRNA ligase"
"chromosome","NZ_CP013992.1",316334,320794,"+",,"cas9","AWN65_RS01350","WP_060381523.1",1486,"type II CRISPR RNA-guided endonuclease Cas9"
"chromosome","NZ_CP013992.1",323427,323756,"-",,"cas2","AWN65_RS01355","WP_060381524.1",109,"MULTISPECIES: CRISPR-associated endonuclease Cas2"
"chromosome","NZ_CP013992.1",323747,324631,"-",,"cas1","AWN65_RS01360","WP_060381525.1",294,"MULTISPECIES: type II CRISPR-associated endonuclease Cas1"
"chromosome","NZ_CP013992.1",324786,325772,"+",,,"AWN65_RS01365","WP_060381526.1",328,"MULTISPECIES: SDR family oxidoreductase"
"chromosome","NZ_CP013992.1",326543,327904,"-",,,"AWN65_RS15120","WP_063744209.1",453,"hypothetical protein"
"chromosome","NZ_CP013992.1",328080,328460,"-",,,"AWN65_RS01375","WP_060381527.1",126,"MULTISPECIES: DUF4296 domain-containing protein"
"chromosome","NZ_CP013992.1",328479,329816,"-",,,"AWN65_RS01380","WP_060381528.1",445,"MULTISPECIES: dihydroorotase"
"chromosome","NZ_CP013992.1",329831,330556,"-",,,"AWN65_RS01385","WP_060381529.1",241,"polyprenol monophosphomannose synthase"
"chromosome","NZ_CP013992.1",330659,331324,"+",,,"AWN65_RS01390","WP_060381530.1",221,"MULTISPECIES: DUF4271 domain-containing protein"
"chromosome","NZ_CP013992.1",331357,332106,"+",,,"AWN65_RS01395","WP_060381531.1",249,"MULTISPECIES: uroporphyrinogen-III synthase"
"chromosome","NZ_CP013992.1",332422,333174,"+",,,"AWN65_RS01400","WP_060381532.1",250,"MULTISPECIES: enoyl-CoA hydratase/isomerase family protein"
"chromosome","NZ_CP013992.1",333676,335781,"-",,,"AWN65_RS01405","WP_060381533.1",701,"DUF4301 family protein"
"chromosome","NZ_CP013992.1",335736,336368,"-",,"pnuC","AWN65_RS01410","WP_060381534.1",210,"MULTISPECIES: nicotinamide riboside transporter PnuC"
"chromosome","NZ_CP013992.1",336882,338198,"-",,"ahcY","AWN65_RS01415","WP_060381535.1",438,"MULTISPECIES: adenosylhomocysteinase"
"chromosome","NZ_CP013992.1",338451,339092,"+",,,"AWN65_RS01420","WP_060381536.1",213,"MULTISPECIES: 4\\'-phosphopantetheinyl transferase superfamily protein"
"chromosome","NZ_CP013992.1",339206,339922,"+",,,"AWN65_RS01425","WP_060381537.1",238,"geranylgeranylglyceryl/heptaprenylglyceryl phosphate synthase"
"chromosome","NZ_CP013992.1",341004,342680,"+",,,"AWN65_RS01430","WP_081078370.1",558,"MULTISPECIES: thiol-activated cytolysin family protein"
"chromosome","NZ_CP013992.1",343270,343704,"-",,,"AWN65_RS01435","WP_060381539.1",144,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",343921,344949,"-",,,"AWN65_RS01445","WP_060383792.1",342,"MULTISPECIES: asparaginase"
"chromosome","NZ_CP013992.1",344939,346075,"-",,,"AWN65_RS01450","WP_060381540.1",378,"MULTISPECIES: 1-acyl-sn-glycerol-3-phosphate acyltransferase"
"chromosome","NZ_CP013992.1",346187,346957,"-",,,"AWN65_RS01455","WP_060381541.1",256,"MULTISPECIES: TatD family hydrolase"
"chromosome","NZ_CP013992.1",347225,348580,"-",,,"AWN65_RS01460","WP_060381542.1",451,"MULTISPECIES: insulinase family protein"
"chromosome","NZ_CP013992.1",348577,349878,"-",,,"AWN65_RS01465","WP_060381543.1",433,"MULTISPECIES: insulinase family protein"
"chromosome","NZ_CP013992.1",350066,350497,"+",,"rplU","AWN65_RS01470","WP_060381544.1",143,"MULTISPECIES: 50S ribosomal protein L21"
"chromosome","NZ_CP013992.1",350523,350783,"+",,"rpmA","AWN65_RS01475","WP_060381545.1",86,"MULTISPECIES: 50S ribosomal protein L27"
"chromosome","NZ_CP013992.1",350861,351313,"+",,,"AWN65_RS01480","WP_060381546.1",150,"MULTISPECIES: 6-carboxytetrahydropterin synthase"
"chromosome","NZ_CP013992.1",351403,351963,"-",,,"AWN65_RS01485","WP_060381547.1",186,"MULTISPECIES: Crp/Fnr family transcriptional regulator"
"chromosome","NZ_CP013992.1",352213,353382,"-",,,"AWN65_RS01490","WP_060381548.1",389,"MULTISPECIES: ABC transporter permease"
"chromosome","NZ_CP013992.1",353399,354358,"-",,,"AWN65_RS01495","WP_060381549.1",319,"MULTISPECIES: biotin/lipoyl-binding protein"
"chromosome","NZ_CP013992.1",354375,355784,"-",,,"AWN65_RS01500","WP_060383793.1",469,"MULTISPECIES: TolC family protein"
"chromosome","NZ_CP013992.1",356449,357012,"-",,"gldD","AWN65_RS01505","WP_060381550.1",187,"MULTISPECIES: gliding motility lipoprotein GldD"
"chromosome","NZ_CP013992.1",357127,357549,"-",,"ssb","AWN65_RS01510","WP_060381551.1",140,"single-stranded DNA-binding protein"
"chromosome","NZ_CP013992.1",357589,358620,"-",,"mutY","AWN65_RS01515","WP_060381552.1",343,"MULTISPECIES: A/G-specific adenine glycosylase"
"chromosome","NZ_CP013992.1",358752,359060,"+",,,"AWN65_RS01520","WP_060381553.1",102,"MULTISPECIES: integration host factor subunit beta"
"chromosome","NZ_CP013992.1",359401,360948,"+",,,"AWN65_RS01525","WP_060381554.1",515,"MULTISPECIES: ribonuclease E/G"
"chromosome","NZ_CP013992.1",361102,361467,"+",,,"AWN65_RS01530","WP_060381555.1",121,"MULTISPECIES: NADH-quinone oxidoreductase subunit A"
"chromosome","NZ_CP013992.1",361548,362099,"+",,,"AWN65_RS01535","WP_060381556.1",183,"NADH-quinone oxidoreductase subunit B"
"chromosome","NZ_CP013992.1",362101,362622,"+",,,"AWN65_RS01540","WP_060381557.1",173,"NADH-quinone oxidoreductase subunit C"
"chromosome","NZ_CP013992.1",362638,363873,"+",,,"AWN65_RS01545","WP_060381558.1",411,"NADH-quinone oxidoreductase subunit D"
"chromosome","NZ_CP013992.1",363878,364417,"+",,,"AWN65_RS01550","WP_060381559.1",179,"NAD(P)H-dependent oxidoreductase subunit E"
"chromosome","NZ_CP013992.1",364422,365789,"+",,"nuoF","AWN65_RS01555","WP_060381560.1",455,"NADH-quinone oxidoreductase subunit NuoF"
"chromosome","NZ_CP013992.1",365889,366917,"+",,,"AWN65_RS01560","WP_060381561.1",342,"2Fe-2S iron-sulfur cluster-binding protein"
"chromosome","NZ_CP013992.1",366921,367958,"+",,"nuoH","AWN65_RS01565","WP_060381562.1",345,"NADH-quinone oxidoreductase subunit NuoH"
"chromosome","NZ_CP013992.1",368026,368550,"+",,,"AWN65_RS01570","WP_060381563.1",174,"ORF6N domain-containing protein"
"chromosome","NZ_CP013992.1",368555,369091,"+",,"nuoI","AWN65_RS01575","WP_014164161.1",178,"MULTISPECIES: NADH-quinone oxidoreductase subunit NuoI"
"chromosome","NZ_CP013992.1",369093,369602,"+",,,"AWN65_RS01580","WP_060381564.1",169,"MULTISPECIES: NADH-quinone oxidoreductase subunit J"
"chromosome","NZ_CP013992.1",369604,369924,"+",,"nuoK","AWN65_RS01585","WP_060381565.1",106,"MULTISPECIES: NADH-quinone oxidoreductase subunit NuoK"
"chromosome","NZ_CP013992.1",369931,371814,"+",,"nuoL","AWN65_RS01590","WP_060381566.1",627,"NADH-quinone oxidoreductase subunit L"
"chromosome","NZ_CP013992.1",371827,373269,"+",,,"AWN65_RS01595","WP_060381567.1",480,"MULTISPECIES: NADH-quinone oxidoreductase subunit M"
"chromosome","NZ_CP013992.1",373330,374709,"+",,,"AWN65_RS01600","WP_060381568.1",459,"NADH-quinone oxidoreductase subunit N"
"chromosome","NZ_CP013992.1",375248,375640,"-",,,"AWN65_RS01605","WP_060381569.1",130,"MULTISPECIES: SPOR domain-containing protein"
"chromosome","NZ_CP013992.1",375857,377191,"+",,,"AWN65_RS01610","WP_060381570.1",444,"MULTISPECIES: c-type cytochrome"
"chromosome","NZ_CP013992.1",377225,380251,"+",,,"AWN65_RS01615","WP_060381571.1",1008,"MULTISPECIES: TAT-variant-translocated molybdopterin oxidoreductase"
"chromosome","NZ_CP013992.1",380278,381684,"+",,"nrfD","AWN65_RS01620","WP_060381572.1",468,"MULTISPECIES: polysulfide reductase NrfD"
"chromosome","NZ_CP013992.1",381691,382215,"+",,,"AWN65_RS01625","WP_060381573.1",174,"MULTISPECIES: DUF3341 domain-containing protein"
"chromosome","NZ_CP013992.1",382222,382770,"+",,,"AWN65_RS01630","WP_060381574.1",182,"MULTISPECIES: cytochrome c"
"chromosome","NZ_CP013992.1",382790,384283,"+",,,"AWN65_RS01635","WP_060381575.1",497,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",384303,385481,"+",,,"AWN65_RS01640","WP_060381576.1",392,"MULTISPECIES: cytochrome c oxidase subunit II"
"chromosome","NZ_CP013992.1",385515,387317,"+",,,"AWN65_RS01645","WP_060381577.1",600,"MULTISPECIES: cbb3-type cytochrome c oxidase subunit I"
"chromosome","NZ_CP013992.1",387415,388098,"+",,,"AWN65_RS01650","WP_063743270.1",227,"MULTISPECIES: PorT family protein"
"chromosome","NZ_CP013992.1",388145,388543,"-",,,"AWN65_RS01655","WP_060381579.1",132,"MULTISPECIES: phosphatase PAP2 family protein"
"chromosome","NZ_CP013992.1",389155,389400,"+",,,"AWN65_RS01660","WP_060381580.1",81,"hypothetical protein"
"chromosome","NZ_CP013992.1",389431,393807,"+",,,"AWN65_RS01665","WP_235588337.1",1458,"CusA/CzcA family heavy metal efflux RND transporter"
"chromosome","NZ_CP013992.1",393819,395021,"+",,,"AWN65_RS01670","WP_060381581.1",400,"MULTISPECIES: efflux RND transporter periplasmic adaptor subunit"
"chromosome","NZ_CP013992.1",395033,397027,"+",,"cadA","AWN65_RS01675","WP_060381582.1",664,"MULTISPECIES: heavy metal translocating P-type ATPase"
"chromosome","NZ_CP013992.1",397539,397949,"+",,,"AWN65_RS01680","WP_060381583.1",136,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",398118,399587,"-",,"rpoN","AWN65_RS01685","WP_060381584.1",489,"MULTISPECIES: RNA polymerase factor sigma-54"
"chromosome","NZ_CP013992.1",399666,401111,"-",,"asnS","AWN65_RS01690","WP_060381585.1",481,"MULTISPECIES: asparagine--tRNA ligase"
"chromosome","NZ_CP013992.1",401899,403668,"-",,,"AWN65_RS01695","WP_060381586.1",589,"DNA mismatch repair protein"
"chromosome","NZ_CP013992.1",403752,406172,"-",,,"AWN65_RS01700","WP_060381587.1",806,"MMPL family transporter"
"chromosome","NZ_CP013992.1",406345,408615,"+",,,"AWN65_RS01705","WP_060381588.1",756,"MULTISPECIES: cation:proton antiporter"
"chromosome","NZ_CP013992.1",408598,410832,"-",,,"AWN65_RS01710","WP_060381589.1",744,"MULTISPECIES: DUF5686 family protein"
"chromosome","NZ_CP013992.1",411020,411691,"+",,,"AWN65_RS01715","WP_060381590.1",223,"MULTISPECIES: TetR/AcrR family transcriptional regulator"
"chromosome","NZ_CP013992.1",411688,413340,"+",,,"AWN65_RS01720","WP_060381591.1",550,"MULTISPECIES: ATP-binding cassette domain-containing protein"
"chromosome","NZ_CP013992.1",413344,414696,"+",,,"AWN65_RS01725","WP_060381592.1",450,"MULTISPECIES: HlyD family efflux transporter periplasmic adaptor subunit"
"chromosome","NZ_CP013992.1",414696,416072,"+",,,"AWN65_RS01730","WP_060381593.1",458,"MULTISPECIES: TolC family protein"
"chromosome","NZ_CP013992.1",416673,419432,"-",,,"AWN65_RS01735","WP_060381594.1",919,"MULTISPECIES: outer membrane beta-barrel protein"
"chromosome","NZ_CP013992.1",419669,420943,"-",,,"AWN65_RS01740","WP_060381595.1",424,"MULTISPECIES: acetyl-CoA hydrolase/transferase family protein"
"chromosome","NZ_CP013992.1",421066,421890,"+",,"map","AWN65_RS01745","WP_060381596.1",274,"MULTISPECIES: type I methionyl aminopeptidase"
"chromosome","NZ_CP013992.1",422822,423592,"+",,,"AWN65_RS01750","WP_060381597.1",256,"MULTISPECIES: class I SAM-dependent methyltransferase"
"chromosome","NZ_CP013992.1",423692,426571,"+",,,"AWN65_RS01755","WP_060381598.1",959,"MULTISPECIES: DEAD/DEAH box helicase"
"chromosome","NZ_CP013992.1",426650,427897,"+",,,"AWN65_RS01760","WP_060381599.1",415,"MULTISPECIES: DUF5103 domain-containing protein"
"chromosome","NZ_CP013992.1",427967,428353,"+",,"apaG","AWN65_RS01765","WP_060381600.1",128,"MULTISPECIES: Co2+/Mg2+ efflux protein ApaG"
"chromosome","NZ_CP013992.1",428477,430102,"+",,"pruA","AWN65_RS01770","WP_060381601.1",541,"MULTISPECIES: L-glutamate gamma-semialdehyde dehydrogenase"
"chromosome","NZ_CP013992.1",430619,431239,"-",,"rsmG","AWN65_RS01775","WP_060381602.1",206,"MULTISPECIES: 16S rRNA (guanine(527)-N(7))-methyltransferase RsmG"
